label,h1_0_x,h1_0_y,h1_0_z,h1_1_x,h1_1_y,h1_1_z,h1_2_x,h1_2_y,h1_2_z,h1_3_x,h1_3_y,h1_3_z,h1_4_x,h1_4_y,h1_4_z,h1_5_x,h1_5_y,h1_5_z,h1_6_x,h1_6_y,h1_6_z,h1_7_x,h1_7_y,h1_7_z,h1_8_x,h1_8_y,h1_8_z,h1_9_x,h1_9_y,h1_9_z,h1_10_x,h1_10_y,h1_10_z,h1_11_x,h1_11_y,h1_11_z,h1_12_x,h1_12_y,h1_12_z,h1_13_x,h1_13_y,h1_13_z,h1_14_x,h1_14_y,h1_14_z,h1_15_x,h1_15_y,h1_15_z,h1_16_x,h1_16_y,h1_16_z,h1_17_x,h1_17_y,h1_17_z,h1_18_x,h1_18_y,h1_18_z,h1_19_x,h1_19_y,h1_19_z,h1_20_x,h1_20_y,h1_20_z,h2_0_x,h2_0_y,h2_0_z,h2_1_x,h2_1_y,h2_1_z,h2_2_x,h2_2_y,h2_2_z,h2_3_x,h2_3_y,h2_3_z,h2_4_x,h2_4_y,h2_4_z,h2_5_x,h2_5_y,h2_5_z,h2_6_x,h2_6_y,h2_6_z,h2_7_x,h2_7_y,h2_7_z,h2_8_x,h2_8_y,h2_8_z,h2_9_x,h2_9_y,h2_9_z,h2_10_x,h2_10_y,h2_10_z,h2_11_x,h2_11_y,h2_11_z,h2_12_x,h2_12_y,h2_12_z,h2_13_x,h2_13_y,h2_13_z,h2_14_x,h2_14_y,h2_14_z,h2_15_x,h2_15_y,h2_15_z,h2_16_x,h2_16_y,h2_16_z,h2_17_x,h2_17_y,h2_17_z,h2_18_x,h2_18_y,h2_18_z,h2_19_x,h2_19_y,h2_19_z,h2_20_x,h2_20_y,h2_20_z
Boar,0.00000000,0.00000000,0.00000000,-0.61696007,0.02368526,-0.45592316,-0.98235766,0.42868886,-0.62121118,-1.12712984,0.91401297,-0.67966837,-1.27590855,1.29703409,-0.67084469,-0.49833419,0.82138797,-0.52020600,-0.93959168,1.37099237,-0.68059651,-1.20806839,1.20510801,-0.69532597,-1.23624096,1.00054581,-0.65043936,-0.19873567,0.93753574,-0.28553612,-0.75929940,1.37949140,-0.40380036,-1.00248972,1.18360408,-0.39725145,-0.99219517,0.99620541,-0.35931364,-0.08313472,0.97463990,-0.07519759,-0.62323845,1.32712979,-0.17521646,-0.81083003,1.13117050,-0.13993584,-0.80075213,0.95636419,-0.09462218,-0.08367040,0.97873620,0.10341073,-0.56687921,1.22391866,0.00336696,-0.69828146,1.06001085,0.00396654,-0.67615207,0.90535441,0.03391978,0.00000000,0.00000000,0.00000000,0.62183520,0.00423761,-0.49388264,0.98449072,0.38075237,-0.64794510,1.09874641,0.83326139,-0.62618114,1.13133177,1.14243404,-0.54546393,0.46037163,0.58888189,-0.94328285,0.84002499,1.24088530,-1.00559103,1.06041613,1.34659247,-0.86116824,1.14429929,1.28261514,-0.72485866,0.17139946,0.72855958,-0.66319165,0.67744242,1.32555764,-0.71039412,0.94310512,1.34217644,-0.58245927,1.04608864,1.20143713,-0.49000792,0.02842363,0.83505075,-0.37646997,0.54879816,1.33734138,-0.44965804,0.77816203,1.28872726,-0.41275344,0.84059245,1.13377891,-0.38354342,-0.02758373,0.91253529,-0.10870359,0.42559787,1.22330630,-0.25849318,0.60436873,1.18280539,-0.31745567,0.64806266,1.04220749,-0.33405417
Boar,0.00000000,0.00000000,0.00000000,-0.59338451,0.01267216,-0.46678682,-1.00605923,0.36092419,-0.63935334,-1.13242836,0.82298197,-0.71096097,-1.30863533,1.20599378,-0.71434203,-0.48127456,0.84703522,-0.46615701,-0.93009298,1.37566774,-0.61881824,-1.23195173,1.22808357,-0.63563722,-1.27113309,1.02600786,-0.59256998,-0.21387531,0.94736516,-0.23823646,-0.76332177,1.37616096,-0.35357834,-1.04923569,1.20141842,-0.37177799,-1.06997129,1.01323198,-0.35426407,-0.12008926,0.96993947,-0.04007753,-0.64278934,1.31933243,-0.15407236,-0.86755976,1.14587227,-0.15067116,-0.88307302,0.97693161,-0.12349320,-0.12423377,0.96843804,0.12646306,-0.57913041,1.25863138,0.00762765,-0.76235636,1.11327178,-0.00559814,-0.77472751,0.94650855,0.01902241,0.00000000,0.00000000,0.00000000,0.60729256,0.01563627,-0.58289239,0.91336037,0.40090579,-0.77432149,1.02347511,0.88455417,-0.79907933,1.07708487,1.25254343,-0.76370966,0.27195714,0.75605391,-0.82603660,0.80090503,1.33568130,-0.89062058,1.07759360,1.23152429,-0.79814786,1.09514628,1.02428409,-0.71297570,0.04921436,0.86534088,-0.49876158,0.62108793,1.37985423,-0.59924962,0.91127450,1.24214045,-0.55542057,0.94511021,1.03527963,-0.51266029,-0.01081308,0.90589271,-0.17710999,0.54557200,1.30614235,-0.30939568,0.74214148,1.14084433,-0.30360570,0.70313643,0.94660208,-0.28328252,0.03189906,0.94049368,0.11928302,0.49780037,1.20830257,-0.07528719,0.62672806,1.07431322,-0.14645260,0.55355381,0.92373662,-0.16331163
Boar,0.00000000,0.00000000,0.00000000,-0.59472314,0.01498258,-0.45158869,-1.00306902,0.33551354,-0.62718095,-1.12486201,0.77561522,-0.70943029,-1.27691504,1.14322644,-0.72555045,-0.45372453,0.84795681,-0.47379665,-0.92013457,1.35171395,-0.64702525,-1.17828289,1.14589033,-0.68950185,-1.16884675,0.92746596,-0.66701810,-0.20998185,0.94093140,-0.26562328,-0.78696878,1.31098001,-0.40891764,-1.00563746,1.09404214,-0.45088149,-0.94512025,0.90412775,-0.45189581,-0.13795152,0.95599589,-0.08481800,-0.68301172,1.25431118,-0.22201212,-0.84913490,1.05499058,-0.21243453,-0.81299936,0.88281881,-0.17905929,-0.15016551,0.94600774,0.06579028,-0.62295890,1.20026066,-0.05782749,-0.74774841,1.02879404,-0.05504830,-0.72002406,0.86089731,-0.02083190,0.00000000,0.00000000,0.00000000,0.61879981,-0.02579085,-0.53080868,0.98325132,0.34028516,-0.73788158,1.11582326,0.84936417,-0.79093352,1.14288095,1.23449384,-0.78936210,0.30664112,0.63341229,-0.85861697,0.87274437,1.22607388,-0.97507096,1.16030059,1.17218094,-0.90922521,1.17837003,0.99529013,-0.83709076,0.09381139,0.80782656,-0.58190693,0.71055325,1.34834426,-0.71213730,1.01010257,1.24692687,-0.66874589,1.04762941,1.06704454,-0.62831414,0.04146258,0.90603685,-0.30430856,0.66778193,1.34064494,-0.45430781,0.86319963,1.18122633,-0.42039314,0.81484675,0.99379704,-0.38291169,0.10077483,0.97508161,-0.04817921,0.62541283,1.26197889,-0.24291856,0.74748248,1.12939400,-0.28289007,0.65344522,0.97890498,-0.27801892
Boar,0.00000000,0.00000000,0.00000000,-0.58932561,-0.01637962,-0.52761164,-0.96477057,0.29317196,-0.74969817,-1.07959024,0.73009454,-0.85210392,-1.26657894,1.09181690,-0.88696821,-0.38283147,0.78316433,-0.66144070,-0.83749857,1.32404483,-0.83471436,-1.19960893,1.18300656,-0.84122633,-1.26265310,0.99486041,-0.79203379,-0.15350515,0.89986721,-0.40825871,-0.72992930,1.32014883,-0.55918032,-1.05698009,1.12760951,-0.58163228,-1.07365016,0.93615483,-0.56620436,-0.10507896,0.94126213,-0.17401762,-0.64271789,1.26154298,-0.31230691,-0.91783376,1.08804830,-0.31901743,-0.95585608,0.91339909,-0.29930862,-0.13630659,0.95134352,0.02685974,-0.59810179,1.20230380,-0.12253150,-0.84294510,1.06709933,-0.15752431,-0.88766967,0.89719927,-0.14531535,0.00000000,0.00000000,0.00000000,0.56397527,-0.06492629,-0.63773007,0.89655746,0.27627980,-0.86443680,1.02833855,0.77525258,-0.90873570,1.08552346,1.15563385,-0.88837656,0.26400417,0.61587325,-0.97155706,0.74178080,1.21484269,-1.09531104,1.07562499,1.17665284,-1.00092504,1.15843525,0.99141070,-0.89979317,0.07427070,0.77346167,-0.62947669,0.73594647,1.23687956,-0.75591505,1.06918185,1.10165794,-0.65927886,1.09503874,0.90276019,-0.57459354,0.04265788,0.86227123,-0.30080544,0.70877838,1.17506240,-0.45036169,0.93234907,0.99178649,-0.39849385,0.88797277,0.79107267,-0.34355237,0.10519444,0.93526809,-0.00582187,0.63635334,1.12787731,-0.22244779,0.78432846,0.98262406,-0.28306889,0.71786166,0.83098242,-0.28324837
Boar,0.00000000,0.00000000,0.00000000,-0.63225648,-0.02796577,-0.57813763,-0.97267575,0.28538707,-0.84147039,-1.07100992,0.73088299,-0.97114581,-1.21329411,1.11570086,-1.03951214,-0.32899218,0.73009959,-0.80167197,-0.66831914,1.30138855,-0.96423375,-1.06349411,1.26550662,-0.91855213,-1.19484012,1.09368049,-0.82905585,-0.06704541,0.85365400,-0.51650727,-0.62649469,1.30147135,-0.66188372,-0.95696152,1.13245627,-0.60993056,-0.97429729,0.94013770,-0.53432380,0.00455499,0.90517023,-0.25015617,-0.54683989,1.22518563,-0.39101899,-0.80133277,1.03767407,-0.35845143,-0.81950738,0.84258118,-0.30912636,-0.00934904,0.92703651,-0.01946024,-0.47728297,1.15267221,-0.17929551,-0.67698630,0.99866860,-0.21427395,-0.68728004,0.81281890,-0.20070408,0.00000000,0.00000000,0.00000000,0.53781929,-0.02628233,-0.63309539,0.88684343,0.30703120,-0.85466301,1.06435226,0.75778676,-0.89884725,1.11363221,1.10775488,-0.87886244,0.29117826,0.73099140,-0.88001543,0.81367618,1.22441776,-0.96442730,1.11906635,1.11166383,-0.87456822,1.18979754,0.91332336,-0.79303660,0.09786714,0.84244190,-0.52982419,0.71027726,1.22777926,-0.65690905,1.02749424,1.07467607,-0.61202113,1.10092894,0.88395955,-0.56454366,0.06855694,0.87613303,-0.18795757,0.68401743,1.09105726,-0.33750623,0.87701379,0.90751785,-0.32341466,0.85505547,0.73034465,-0.29487506,0.12770658,0.89758031,0.12124438,0.62758784,1.01513619,-0.09108527,0.76011988,0.85474997,-0.16563756,0.71303835,0.72421279,-0.17799032
Boar,0.00000000,0.00000000,0.00000000,-0.65413662,-0.04754380,-0.56604832,-0.99575970,0.26878970,-0.83063615,-1.11511857,0.73410186,-0.96136445,-1.21711085,1.13958435,-1.02990382,-0.29012649,0.68984746,-0.83467368,-0.60989600,1.31596325,-1.00880165,-1.02317520,1.33416960,-0.95446667,-1.17495623,1.17715327,-0.85302274,-0.02064872,0.83070497,-0.55632984,-0.57913523,1.33129392,-0.69377126,-0.96513756,1.22205510,-0.61894293,-1.04641144,1.06445594,-0.53270120,0.05100304,0.90411827,-0.29640407,-0.50037920,1.27685488,-0.42749868,-0.82107557,1.14888857,-0.38788146,-0.89470300,0.98159614,-0.34152480,0.03863732,0.94994697,-0.07170898,-0.43910225,1.21075343,-0.22989415,-0.69531357,1.10161114,-0.26840713,-0.75211369,0.93923612,-0.26034690,0.00000000,0.00000000,0.00000000,0.58590987,-0.01253361,-0.62040553,0.94276872,0.31388716,-0.82020873,1.14926531,0.76132189,-0.84287882,1.26717822,1.10412606,-0.79433857,0.32558630,0.74197853,-0.83776844,0.94240504,1.23588949,-0.86322443,1.23050278,1.08506484,-0.73333258,1.24415787,0.87506275,-0.63295038,0.15202604,0.86350501,-0.48088167,0.79312445,1.26888858,-0.56601558,1.08963423,1.09028200,-0.51332477,1.12176035,0.88705342,-0.47030098,0.12877660,0.90312231,-0.12758651,0.73450321,1.19166074,-0.24040324,0.91968236,1.00562317,-0.23321916,0.86950520,0.81216495,-0.22046852,0.18956896,0.93146919,0.19531011,0.66434558,1.11433453,0.00262272,0.79566896,0.96242206,-0.07851718,0.72651956,0.81389344,-0.10285076
Boar,0.00000000,0.00000000,0.00000000,-0.63704497,-0.07085255,-0.60790266,-0.97460607,0.21259587,-0.91123149,-1.06511697,0.66166189,-1.06177668,-1.14286539,1.06106642,-1.15201016,-0.30142513,0.58835674,-0.96968571,-0.60941074,1.19086502,-1.15043759,-1.00064829,1.21347018,-1.08552453,-1.14697524,1.06900343,-0.97677853,-0.02549925,0.74566569,-0.66583216,-0.60431774,1.23438118,-0.80398245,-0.96388303,1.11089727,-0.69867013,-1.01416064,0.95145201,-0.58914686,0.05479930,0.83995565,-0.37478777,-0.54843711,1.16834751,-0.49324323,-0.83158835,1.00806802,-0.42208163,-0.86393273,0.83207201,-0.35637760,0.05624503,0.89942754,-0.12262408,-0.45860361,1.09953505,-0.26487647,-0.67955756,0.96270879,-0.29143975,-0.70516290,0.79846773,-0.27854110,0.00000000,0.00000000,0.00000000,0.57106090,0.03479652,-0.56667495,0.90604089,0.39834408,-0.73343108,1.07885545,0.84154455,-0.73055342,1.11143988,1.15720034,-0.66179207,0.24239649,0.80643167,-0.78210860,0.80817600,1.30749498,-0.77890416,1.10987840,1.17961112,-0.62567529,1.18140786,0.97182798,-0.50834180,0.03937703,0.89748391,-0.43928587,0.66755302,1.26782162,-0.49213986,0.96670539,1.11036960,-0.42457156,1.03795672,0.93022498,-0.37378620,-0.00097993,0.92038681,-0.09519492,0.60588146,1.16559852,-0.18729702,0.79350786,0.99418325,-0.18049148,0.77688540,0.80739310,-0.16856456,0.05379079,0.93620509,0.22393393,0.52106958,1.09463272,0.05105582,0.67071421,0.95054515,-0.02226548,0.64264124,0.80726606,-0.04093371
Boar,0.00000000,0.00000000,0.00000000,-0.57191653,-0.05433396,-0.61707653,-0.87995903,0.20104638,-0.94025789,-0.96221422,0.60019226,-1.10946530,-1.05520040,0.97209738,-1.22227753,-0.23775643,0.54260234,-1.02043084,-0.51953173,1.12097725,-1.24540271,-0.90147922,1.16217644,-1.21545832,-1.05736814,1.01649928,-1.12486639,0.02141599,0.68888662,-0.72455267,-0.54481635,1.11138950,-0.91941120,-0.85992611,0.98245641,-0.83688300,-0.87490118,0.81167800,-0.73491606,0.10086139,0.77723173,-0.44247933,-0.46893223,1.03404606,-0.60088961,-0.69694840,0.85540990,-0.53007404,-0.69200813,0.67668176,-0.45659646,0.10983735,0.83671056,-0.19989476,-0.37864815,0.99106332,-0.36419497,-0.55858182,0.83849586,-0.38456780,-0.54522906,0.67766784,-0.36112098,0.00000000,0.00000000,0.00000000,0.55243292,-0.00882509,-0.59086012,0.89645660,0.30707466,-0.80412438,1.07247933,0.73406327,-0.84355182,1.11136891,1.05260671,-0.81815930,0.23972118,0.70621150,-0.90398579,0.81972313,1.19580794,-0.94913453,1.10658977,1.05738127,-0.81400682,1.14979431,0.83963925,-0.70702221,0.03609020,0.82550503,-0.56323968,0.68943816,1.19822956,-0.65857429,0.97817124,1.03070511,-0.58999419,1.02236652,0.83987506,-0.54064410,-0.00372057,0.87180656,-0.21764981,0.63230631,1.11500849,-0.33193132,0.80895148,0.93519622,-0.30390573,0.76930926,0.74413952,-0.28272007,0.05445468,0.89954558,0.10054850,0.54935110,1.04309480,-0.09238852,0.67846504,0.89268080,-0.16301496,0.62143077,0.74965986,-0.18203617
Boar,0.00000000,0.00000000,0.00000000,-0.56002286,-0.07045963,-0.63397937,-0.86267352,0.15439323,-0.97037752,-0.93309798,0.53037959,-1.14364167,-1.02033026,0.88539149,-1.26187705,-0.27666648,0.48505783,-1.07961578,-0.53955866,1.02944548,-1.29403965,-0.89405974,1.08286785,-1.23942572,-1.04146653,0.94616610,-1.13132679,-0.00861901,0.64242399,-0.76630094,-0.55348392,1.09460481,-0.93596608,-0.88237581,0.97506369,-0.82335256,-0.93007635,0.81123220,-0.70198075,0.07801642,0.74457720,-0.46345219,-0.48492201,1.03180261,-0.59816704,-0.75039644,0.88535686,-0.51581636,-0.78687679,0.71364498,-0.44137166,0.09867974,0.80228256,-0.20078710,-0.38293547,0.95245124,-0.35183815,-0.60238251,0.82981599,-0.37785968,-0.63506093,0.68718298,-0.36365692,0.00000000,0.00000000,0.00000000,0.48767963,-0.03931422,-0.63436490,0.79856170,0.23499681,-0.88000933,0.96261675,0.61891326,-0.93634806,1.01992238,0.93564503,-0.93660550,0.18536376,0.59186769,-1.04590471,0.71412998,1.05305227,-1.10865187,1.01049691,0.99274859,-0.98058559,1.13208841,0.83936468,-0.87967707,-0.00144903,0.72607040,-0.68761884,0.60536740,1.09286856,-0.79697022,0.92473695,0.99160394,-0.71796825,1.04408939,0.83110336,-0.66404730,-0.02449036,0.78684128,-0.32247792,0.57289035,1.01599249,-0.43770355,0.78643870,0.87064015,-0.40345250,0.81270886,0.70459272,-0.38133697,0.05136695,0.82842327,0.01041208,0.50777496,0.94401455,-0.17692899,0.67586503,0.82082197,-0.25220330,0.67827537,0.70128798,-0.28190738
Boar,0.00000000,0.00000000,0.00000000,-0.48244145,-0.06824834,-0.66263096,-0.74618222,0.12054777,-1.02523112,-0.81555454,0.44602507,-1.21682042,-0.88977456,0.76733743,-1.35865582,-0.20091944,0.40491538,-1.15498168,-0.42668090,0.88457688,-1.38619166,-0.76748367,0.93967730,-1.34485536,-0.92349068,0.81529964,-1.24646623,0.01839790,0.55720795,-0.83016915,-0.47098345,0.95280553,-1.01889939,-0.77274021,0.83737621,-0.90615358,-0.81482514,0.68048722,-0.78068057,0.06950543,0.66234694,-0.51546465,-0.43739999,0.89002086,-0.65904726,-0.66019542,0.73401430,-0.57300771,-0.67397653,0.57326689,-0.49283000,0.06900649,0.73157800,-0.24359851,-0.36861852,0.83438030,-0.39028054,-0.53678395,0.70099769,-0.41221449,-0.53825678,0.56466943,-0.39631761,0.00000000,0.00000000,0.00000000,0.42221122,-0.07707354,-0.64167310,0.73590775,0.15266905,-0.91606955,0.91641676,0.50157220,-0.99961788,0.97024285,0.81019990,-1.03389906,0.13389118,0.48863800,-1.12160954,0.62476713,0.89457277,-1.23361855,0.92107298,0.85295011,-1.13967721,1.06783148,0.71878778,-1.05817036,-0.02485293,0.63943177,-0.76844606,0.59277801,0.93918629,-0.91014922,0.89536907,0.83870531,-0.83303038,1.00187652,0.68612733,-0.77819722,-0.02873206,0.71677760,-0.40836936,0.59829087,0.86062161,-0.53449589,0.78334673,0.69431763,-0.48527439,0.78507581,0.53240641,-0.45457164,0.05508178,0.76509558,-0.08354642,0.52724561,0.80004325,-0.26029710,0.67725144,0.65580380,-0.32385777,0.66783234,0.53717697,-0.35016012
Boar,0.00000000,0.00000000,0.00000000,-0.44858456,-0.06058720,-0.66453440,-0.69988750,0.10514895,-1.03152374,-0.76573495,0.39218223,-1.22354662,-0.81692797,0.69210301,-1.37180106,-0.20992846,0.35542301,-1.19603738,-0.42307550,0.77780779,-1.41096055,-0.72449846,0.82657806,-1.35684990,-0.85961651,0.71588848,-1.25748647,-0.00741867,0.49547520,-0.86859040,-0.43053067,0.86502678,-1.04976997,-0.71622862,0.76979025,-0.93515375,-0.77606413,0.63008503,-0.81626297,0.03752174,0.59526281,-0.54628385,-0.40271918,0.81173671,-0.67726311,-0.62549584,0.68378343,-0.59302813,-0.66710416,0.54301485,-0.52371096,0.04088270,0.66323498,-0.26663903,-0.34261974,0.75405722,-0.40697112,-0.51422544,0.64314060,-0.43516918,-0.55098305,0.52696533,-0.43141889,0.00000000,0.00000000,0.00000000,0.47423692,-0.06231238,-0.61782318,0.80374645,0.18461102,-0.86904628,0.99115832,0.56162744,-0.93939613,1.04635822,0.88379626,-0.95588851,0.18479080,0.56639578,-1.03345723,0.69771985,0.99938575,-1.12596265,1.00438560,0.95630731,-1.02766676,1.16814211,0.81841360,-0.94412772,0.00747882,0.72503890,-0.68866731,0.66049006,1.02525931,-0.80452220,0.97224601,0.91683895,-0.72677990,1.09450135,0.75204591,-0.67438166,-0.00275332,0.80009400,-0.34054069,0.65097141,0.94630152,-0.45074365,0.83582284,0.77643256,-0.40967917,0.84950144,0.60361785,-0.38424463,0.08135343,0.84313640,-0.02722967,0.55460064,0.88564882,-0.19359682,0.70898924,0.75103466,-0.26241416,0.71579038,0.63391377,-0.29160821
Boar,0.00000000,0.00000000,0.00000000,-0.61144273,-0.09726659,-0.60301652,-0.98348001,0.13518938,-0.90551487,-1.07217435,0.54866633,-1.05309562,-1.18084912,0.91554272,-1.13522482,-0.33787555,0.51248516,-1.00850869,-0.71183325,1.10578412,-1.21668733,-1.09987492,1.09314187,-1.17701014,-1.23882703,0.93587907,-1.08584039,-0.06370124,0.69582971,-0.71537624,-0.67410341,1.15851117,-0.88542063,-1.02437508,1.02712131,-0.81014118,-1.07440370,0.85002801,-0.72512153,0.00675766,0.80975818,-0.42953234,-0.58536099,1.11916194,-0.55997373,-0.86636198,0.96606757,-0.49037538,-0.90637662,0.78700859,-0.42955688,0.00305546,0.86973119,-0.18334805,-0.50069646,1.05151972,-0.32610846,-0.71494133,0.92285658,-0.34619800,-0.74778978,0.77041518,-0.33089231,0.00000000,0.00000000,0.00000000,0.51457212,-0.08153460,-0.57986633,0.87842628,0.15582547,-0.82945114,1.07737630,0.52950905,-0.90874270,1.17236039,0.81250960,-0.93584043,0.28246470,0.51629311,-1.03820917,0.83685688,0.95724819,-1.13957925,1.09163786,0.89209349,-1.03850808,1.17113999,0.73703870,-0.95260880,0.07515609,0.68435635,-0.72526405,0.72315276,1.05204523,-0.86396916,1.00055161,0.94549744,-0.79504037,1.08386162,0.77829891,-0.74736300,0.03067162,0.77386395,-0.40118989,0.65379512,1.01019117,-0.52440655,0.82531976,0.86459554,-0.47794022,0.81237059,0.69925725,-0.44903105,0.09456324,0.81989233,-0.10707608,0.56637494,0.94796994,-0.28177678,0.70247666,0.83085196,-0.34065359,0.67586539,0.70595619,-0.36307322
Boar,0.00000000,0.00000000,0.00000000,-0.61283735,-0.06235283,-0.54580662,-0.99332052,0.26259072,-0.77858115,-1.08394724,0.71872840,-0.88347431,-1.25079097,1.09552405,-0.91782270,-0.39501651,0.71580991,-0.73903284,-0.80565401,1.29998342,-0.95181290,-1.13628984,1.14949437,-0.97691821,-1.15783544,0.93181620,-0.93087888,-0.14652504,0.86449120,-0.48081740,-0.71811562,1.28985498,-0.65237158,-0.99592243,1.09152200,-0.64812954,-0.94776463,0.89487991,-0.61193634,-0.08802956,0.92924078,-0.24508608,-0.62780208,1.24745400,-0.39127641,-0.84024315,1.05538598,-0.35481352,-0.81553992,0.88585746,-0.30920465,-0.10611659,0.96504391,-0.04556562,-0.59126525,1.18309845,-0.19165767,-0.75161032,1.01336815,-0.19849395,-0.72576375,0.84840079,-0.17057742,0.00000000,0.00000000,0.00000000,0.57915069,-0.08080677,-0.45603303,0.92772423,0.21114612,-0.64985080,1.05593967,0.63654861,-0.70122904,1.12983475,0.94707846,-0.70507532,0.44209794,0.53958156,-0.93051354,0.96217288,1.06502896,-1.03621552,1.20645131,0.98486536,-0.91960738,1.20513197,0.79897931,-0.81094454,0.17664497,0.69945578,-0.69250138,0.77825174,1.13425685,-0.82457465,1.02045366,0.99213343,-0.72593203,1.00970875,0.79720639,-0.64531455,0.07327651,0.77852143,-0.44176226,0.69230920,1.07899213,-0.56403178,0.83571356,0.90599230,-0.47735056,0.75198372,0.72724833,-0.41163986,0.08902250,0.81843284,-0.20816991,0.63107145,0.99819496,-0.36993431,0.72036934,0.87173024,-0.37789820,0.61501707,0.74408058,-0.35703354
Boar,0.00000000,0.00000000,0.00000000,-0.57055082,-0.00569989,-0.52878318,-0.89974699,0.34033084,-0.74865244,-1.01432745,0.79192755,-0.84505087,-1.20339998,1.15550946,-0.87575949,-0.42392091,0.78205009,-0.65948942,-0.87692396,1.25915133,-0.84975478,-1.16076128,1.06421666,-0.86535802,-1.15256217,0.85218509,-0.81808238,-0.15714460,0.90132661,-0.40362844,-0.72510644,1.28664279,-0.55070486,-0.97892407,1.06229254,-0.53568837,-0.94389282,0.86682282,-0.49078078,-0.06564192,0.94369329,-0.17345747,-0.60736536,1.24184316,-0.31707310,-0.79998237,1.02420284,-0.27174691,-0.78016739,0.84513065,-0.21374981,-0.05553801,0.94665508,0.02201297,-0.53682717,1.16002394,-0.11891381,-0.67892395,0.97446344,-0.11980953,-0.65330552,0.81370947,-0.08649035,0.00000000,0.00000000,0.00000000,0.57589297,-0.03328423,-0.59790457,0.92970385,0.31139382,-0.77928457,1.10218904,0.75591186,-0.79184886,1.18202678,1.08001103,-0.74115447,0.37441752,0.72736312,-0.82716101,0.96796573,1.22463249,-0.90717870,1.24753162,1.05090171,-0.83492801,1.27493378,0.86090878,-0.77047736,0.22574659,0.83730692,-0.49795141,0.84698226,1.24448623,-0.60511443,1.12541428,1.04278267,-0.55475865,1.15201237,0.83664466,-0.50816241,0.21185552,0.86435387,-0.18114721,0.81941320,1.16388053,-0.31138969,0.98083096,0.94840465,-0.28325751,0.92872986,0.75469973,-0.24893996,0.26471455,0.87398406,0.10274716,0.73752713,1.03781506,-0.07899381,0.86155398,0.87531126,-0.13807451,0.80536961,0.73226183,-0.14893435
Boar,0.00000000,0.00000000,0.00000000,-0.53541793,0.05805464,-0.54025317,-0.84529338,0.42813054,-0.74644086,-0.98228430,0.86415579,-0.83675481,-1.13227084,1.23755201,-0.85665622,-0.35721625,0.88083550,-0.52815273,-0.81362629,1.37291423,-0.70438687,-1.08933954,1.15430531,-0.74309292,-1.07753146,0.92380658,-0.70861443,-0.10549307,0.95973780,-0.26033551,-0.66089440,1.34402938,-0.38516067,-0.92046456,1.12114838,-0.41062422,-0.90601238,0.92865507,-0.39333577,-0.03147326,0.96809248,-0.02865362,-0.56066061,1.28452396,-0.15599383,-0.76055829,1.07874792,-0.15418205,-0.76260212,0.90794411,-0.12362814,-0.04564918,0.95956856,0.16671050,-0.49693518,1.21787814,0.03915854,-0.65750320,1.03782863,0.02710327,-0.66013212,0.86509525,0.05508119,0.00000000,0.00000000,0.00000000,0.57009045,-0.04639952,-0.59506866,0.91260012,0.31251379,-0.78434724,1.06611593,0.77405272,-0.79939783,1.13361790,1.11189452,-0.75498618,0.37555886,0.67131178,-0.89678335,0.96638681,1.19099234,-0.97850306,1.22136161,1.07321055,-0.88147960,1.23022902,0.89796715,-0.79421943,0.18862679,0.80222871,-0.56643537,0.81076209,1.24080169,-0.66334285,1.07117267,1.06990268,-0.58278817,1.08733933,0.87001408,-0.51846577,0.14480135,0.85746329,-0.24371774,0.73832678,1.18708815,-0.36746961,0.90278550,0.99032528,-0.32990528,0.85111335,0.79785337,-0.29337754,0.18474194,0.88880018,0.04905322,0.65192549,1.07594250,-0.14154183,0.76531330,0.93097204,-0.20713209,0.70505468,0.79218203,-0.22265348
Boar,0.00000000,0.00000000,0.00000000,-0.56365995,0.04311865,-0.53505772,-0.94040676,0.38897691,-0.73393409,-1.06898220,0.83295840,-0.81961903,-1.23286606,1.20771606,-0.83116703,-0.43619059,0.86370795,-0.49399844,-0.90409781,1.36288431,-0.65550312,-1.16461228,1.15185813,-0.68481524,-1.13794736,0.92201368,-0.64582215,-0.19538864,0.95436660,-0.22584879,-0.75629527,1.33449188,-0.34953723,-1.01142947,1.10728849,-0.39018006,-0.98787243,0.90596210,-0.38409175,-0.12875532,0.97610767,0.00713172,-0.65551091,1.28898341,-0.12211204,-0.85351088,1.07705259,-0.13591385,-0.83999556,0.89176514,-0.11403686,-0.13011117,0.97939916,0.20536125,-0.58346760,1.23405986,0.08092488,-0.75632128,1.06096979,0.06120053,-0.75465844,0.88217240,0.08442539,0.00000000,0.00000000,0.00000000,0.51655298,-0.00813614,-0.58982228,0.85877699,0.32690109,-0.78849163,1.05392814,0.74952064,-0.82025363,1.15716682,1.06147022,-0.79417095,0.27359422,0.71508456,-0.85809560,0.84333001,1.20550574,-0.95289036,1.11121022,1.11275936,-0.88667695,1.15293419,0.92966866,-0.81812567,0.10283391,0.83584673,-0.53924524,0.70815554,1.23816072,-0.64699569,0.97727334,1.09238711,-0.60334233,1.02590590,0.89723668,-0.56362649,0.07828353,0.88892415,-0.22968498,0.66712351,1.20214646,-0.35908584,0.85450277,1.02949786,-0.34421444,0.83947168,0.83548176,-0.31949046,0.14348807,0.91669113,0.04886529,0.60232480,1.11083342,-0.13874669,0.73547367,0.98936641,-0.20586960,0.70055933,0.84376203,-0.21940820
